40955,770811313,Mark Doherty,31
4554,770812000,Huguette Faget,22
8501,770814752,Brad Robinson,14
3214,770818707,Jessica Nelson,16
6542,770820912,Anni-Kristina Juuso#94838,6
6542,770820913,Wille Happsalo#86753,7
981,770825309,Cleo Moore,11
2094,770825856,Tom Kindle,42
3977,770830328,Jonas Barnes,56
59022,770831008,Jon Reep,10
60135,770844260,Scandar Copti,87
47518,770844270,Lisa Gleave,29
56003,770846083,Dwayne Johnson-Cochran#31...,28
3698,770849176,Megan Gallivan,22
3266,770851601,St锟金hane Aubier,17
4673,770856785,David Phillips,59
8643,770857363,Drew Seeley#92909,5
4585,770859930,Myra Fried,15
6752,770868389,Ann Nesby,22
6261,770871766,Jay Brown,10
564,770872059,Ha Jeong-woo#73694,17
3952,770875962,William Petersen,17
7181,770876641,Michael Dunn,34
443,770877279,Pat O'Connell,2
8903,770877525,Fergie,11
7067,770881512,Giorgio Ardisson#74067,26
3560,770885223,Tatsuya Funji#88630,9
8014,770897912,Kim Ki-Duk#54286,14
3636,770900758,Valeria Bruni-Tedeschi#48...,17
51698,770907120,Chris O'Neil,1
543,770908001,John Taylor,34
3062,770909430,John Robinson (I) ,83
6574,770910116,Rene Soutendijk,49
6449,770911006,Elizabeth Allen (I) ,6
3270,770912270,Rachelle Ottley,11
8980,770912527,Simon Eine,8
103,770912539,Kim Catrall,15
5892,770912551,Torsten Wahlund,13
8848,770912563,Silvio Bagolini,13
1348,770913537,Greta Schroeder#17731,15
52867,770921140,Lucien Maisel,6
4973,770921247,Fabien Behar,33
3838,770921359,Kevin Connors,12
6595,770921407,Alex Lyras,64
3039,770921438,Michelle Mais,38
47306,770921439,Peter Stephens,22
7263,770921443,Samuel Skoryna,19
8004,770921476,Alberto Cevenini,11
54190,770921514,Giovanni Perez,134
564,770921532,Kim Yoon-seok,1
3266,770921552,Franco Piscopo,14
8124,770921578,Brenda McDonald,29
46919,770921579,Christina Souza,7
55288,770921603,Julian Rebolledo,32
47640,770921627,Steven Michael Quezada,23
9014,770922076,Rob Johnson,49
8965,770922087,Leslie Zemeckis,7
847,770922811,Gary Paul Gates,13
8120,770923552,Vincent Curto,26
5583,770923659,"Dave ""Tex"" O'Brien#25169",16
62916,770924070,Enid Stamp Taylor,5
955,770924236,William Benedict,13
5405,770924240,Cay Forrester,52
150,770927463,Herbert Jefferson Jr.,27
3130,770929912,Ray Iannicelli,58
2935,770930817,Dora Clement,17
904,770932957,Bennie Bartlett,14
2728,770933391,Harry Harvey Jr.,33
2289,770934141,James Coburn Jr.,89
6716,770934838,Jean Pascal Bongard,8
25898,770935288,Sigrid Neilendam#45166,13
47723,770935624,Buffalo Bill Jr.,12
438,770937615,John David Garfield,12
1097,770937622,David O'Dell,10
8770,770938645,Lou Gravance,12
988,770941251,J. Mascis,27
32781,770942294,Robert Crawford Jr.,22
150,770946076,Carl Gabriel Yorke,59
5162,770946354,Michael Genovese,23
2421,770946963,George O'Hanlon Jr.,17
7913,770947800,Haniet White#31572,7
2619,770951222,Jean-Louis,12
493,770951794,Yo-Yo,21
172,770951831,Beat Takeshi Kitano#46538,20
4793,770952562,Dragan Ilic [di/act]#1005...,16
3087,770952815,John Murray,13
8714,770953983,Joe Kirkwood Jr.,54
1348,770954478,G.H. Schnell#78431,16
1348,770954479,Gustav Boltz#98837,17
8266,770957634,Apollonia,2
200,770959546,Tommy Rosales Jr.,24
2931,770964697,Hunsija Hasimovic#28060,9
7040,770964786,Earnest Hart Jr.,35
59832,770971059,Robert Simon,9
7230,770977699,Grace Lee,48
896,770982154,??lodie Bouchez#95814,8
60393,770982676,Birol ??nel,2
232,770988510,Wu Chien-lien,3
1571,770992844,Jean-Marie,41
799,770993775,Lewis Martin,35
1556,770997438,Enrique Murciano Jr.,14
1627,770998774,Ilia Volokh,13
1681,770998997,Lynn Red Williams,5
1742,770999989,Shedric Hunter Jr.,10
2842,771014297,Sean Nepita,14
3327,771014968,The Rock,9
1879,771018574,Tom Chambers (III) ,22
55820,771023522,Brandon Smith,37
3977,771023931,Robert J.  Stephenson,71
8834,771030691,Rodney Henry Jr.,42
8937,771032530,Peter Harrell Jr.,72
45074,771040861,"Steve ""Spaz"" Williams",26
38824,771043065,Penny Elvira Loften,5
37382,771044625,Bun. B,3
47815,771047161,"Phillip ""Hot Sauce"" Champ...",6
49282,771048677,David Stuart,27
55577,771053261,Angus MacFayden,10
4260,771065517,Kevin Jonas Sr.,14
6957,771076279,Brett Kelly (I),42
3336,771077643,Nicholas Moore,27
1077,771078354,John Beck (II),21
4529,771085687,C.C.H. Pounder,17
5031,_0000087,Yelena Koreneva,1
5991,_0000250,Ren锟藉 Zellweger,1
4638,_0000495,T锟结 Leoni,1
4579,_0000563,Chris O'Donnell,1
6840,_0000893,Ed Begley Jr.,1
2981,_0000909,Constance Bennett,1
2647,_0001033,Lon Chaney Jr.,1
815,_0001259,Jennie Garth,1
2522,_0001266,Gil Gerard,1
2091,_0001354,Ciar锟筋 Hinds,1
3831,_0001409,Tch锟诫y Karyo,1
4106,_0001474,Tommy 'Tiny' Lister,1
60237,_0001481,Tina Louise,1
1740,_0001595,Michael Par锟,1
5435,_0001745,Stellan Skarsg锟津d,1
6479,_0001882,Olivia d'Abo,1
643,_0001941,Iris Berben,1
1740,_0002403,Todd Baker,1
3342,_0002667,George Buck,1
8825,_0002668,George 'Buck' Flower,1
1146,_0002671,Trevor Black,1
1604,_0003405,Nathan Anderson,1
2869,_0004382,Jean-Jacques Vanier,1
2744,_0004881,Pl锟姐ido Domingo,1
4515,_0005141,Sean Lennon,1
2718,_0005267,Shannon Nelson,1
4233,_0005278,Jerry O'Connell,1
6479,_0006205,Mark Mothersbaugh,1
8786,_0006807,Mich锟届e Morgan,1
3772,_0007608,Jos锟 Ignacio Abadal,1
737,_0008894,Amir Aboulela,1
6500,_0010466,Peter Adair,1
63187,_0010693,Mia Adamovic,1
33004,_0010930,Douglas Adams,1
4669,_0010990,Glen Adams,1
360,_0011038,Jane Adams,1
2118,_0011087,John L. Adams,1
588,_0012115,Bruce Adler,1
4026,_0014227,Sung-kee Ahn,1
8786,_0014656,Raymond Aimos,1
6105,_0015137,Tami Roman,1
5948,_0015935,Lori Alan,1
8697,_0017366,Alfredo Alc锟筋,1
737,_0018234,Adriana Alexander,1
8167,_0018717,Ross Alexander,1
2911,_0019330,Francisco Algora,1
2489,_0019894,Andrea Allan,1
54075,_0021373,Morgan Alling,1
5538,_0021993,Eva Almos,1
789,_0022227,Margara Alonso,1
2911,_0022264,Rafael Alonso,1
789,_0022765,H锟姐tor Alterio,1
2681,_0022917,Michael Altman,1
5700,_0023013,Walter George Alton,1
2930,_0023258,Everett Alvarez,1
42634,_0024471,Monika Ambroziak,1
5922,_0024578,Antonio Amendola,1
32294,_0024823,Greg Amici,1
61560,_0025095,Albert Ammons,1
6128,_0025857,Richard Anconina,1
3137,_0026182,J锟津gen Andersen,1
2807,_0026447,Brent Anderson,1
4850,_0026472,C. Markham Anderson,1
33,_0028342,Freddy Andreiuci,1
4233,_0028403,Brandi Andres,1
7403,_0028837,R锟结l Andrews,1
5530,_0029100,Carole Androsky,1
33451,_0030373,Francesco Anniballi,1
63187,_0031171,Davor Antolic,1
64926,_0031303,Ion Antonescu,1
3192,_0031667,Anuradha,1
5146,_0031844,Takeshi Aono,1
64283,_0031878,Hiroshi Aoyama,1
5248,_0032961,Silvia Arana,1
789,_0033207,Graciela Araujo,1
5929,_0034115,Jacques Ardouin,1
5849,_0034253,Lello Arena,1
6631,_0034364,Robert Arentz,1
45106,_0035826,Matthew John Armstrong,1
48043,_0036920,Abraham Aronofsky,1
6250,_0037717,Joseph Arthur,1
5889,_0037950,Sergei Artsybashev,1
737,_0038902,Vanessa Lee Asher,1
2251,_0040130,Humbert Astredo,1
5906,_0040245,V锟津onique Ataly,1
3265,_0041253,Bobbie Au-Yeung,1
3530,_0044535,Sabine Az锟巾a,1
769,_0045359,Steven Bach,1
3047,_0047730,Ron Bain,1
42634,_0048030,Tomasz Bajer,1
1039,_0048168,Scott Bakatman,1
27020,_0048513,Holly Baker,1
1428,_0048695,Lesley Baker,1
737,_0050226,Ron Balicki,1
5835,_0050303,G锟晋a Balkay,1
5451,_0050458,Sam Ball,1
7282,_0051224,Charli Baltimore,1
6857,_0055742,Richard Barnes,1
3226,_0055762,Roosevelt Barnes,1
6602,_0055799,Theo Barnes,1
8167,_0056719,Robert Barrat,1
1922,_0059091,Anne Barton,1
63187,_0059822,Ilija Basic,1
32120,_0060029,Ben Bass,1
1149,_0060504,Brigitte Bastien,1
5242,_0061282,Anthony Battaglia,1
6840,_0061762,Brandon Bauer,1
7649,_0063234,Yasemin Baytok,1
3945,_0063527,Brian Beacock,1
1138,_0063716,Stephen Beals,1
7016,_0064141,Bob Beattie,1
32120,_0064241,Shannon Beaty,1
32120,_0064261,Heather Beaty,1
651,_0065188,Jonathan Beck,1
7762,_0066319,Daniel Beecher,1
4233,_0066381,Scott Beehner,1
2744,_0066583,Mark Beesley,1
63187,_0066811,Miso Begovic,1
6105,_0067768,Jordan Belfi,1
5929,_0068844,Evelyne Bellego,1
5252,_0069412,Natalya Belokhvostikova,1
737,_0070452,Candace Kita,1
2869,_0070694,Christian Benedetti,1
3915,_0070810,Rob Benedict,1
25826,_0070827,William 'Billy' Benedict,1
58303,_0070854,Gode Benedix,1
64903,_0070898,Eduard Benes,1
5720,_0071894,Louise Bennett,1
5470,_0072424,Guy Bensley,1
6988,_0073239,George Beranger,1
5906,_0073384,Emmanuelle Bercot,1
5654,_0074125,William Berger,1
64959,_0074413,General Bergeret,1
2148,_0075061,Bobbin Bergstrom,1
1780,_0075640,Michael S. Berliner,1
6128,_0075710,Fran锟斤is Berl锟结nd,1
1795,_0076082,Juan Manuel Bernal,1
32082,_0076937,Michael Bernosky,1
8964,_0077234,Alessandro Bertolucci,1
4314,_0077616,Lorraine Berry,1
643,_0079061,Thomas Bestvater,1
5906,_0079284,Fran锟斤ise Bette,1
3192,_0080384,Bhavani,1
5849,_0081669,Marta Bifano,1
4850,_0081797,Bob Biggerstaff,1
1780,_0083112,Harry Binswanger,1
31689,_0083262,Jack Birch,1
6602,_0084141,Michael Bishop,1
62254,_0084477,Isao Bit锟,1
7809,_0084950,Irina Bj锟津klund,1
7940,_0085038,Gunnar Bj锟津nstrand,1
5538,_0085461,Patricia Black,1
61560,_0086549,Eubie Blake,1
7561,_0088065,Gary Bleasdale,1
789,_0088164,Rosario Blefari,1
32853,_0088175,Matth锟锦s Bleibinger,1
5652,_0088223,Patricia Blem,1
2930,_0088529,Ron Bliss,1
6479,_0088673,Ann Block,1
3226,_0088763,Rory Block,1
3945,_0089710,Steve Blum,1
64288,_0092258,Daniel Boileau,1
1780,_0092605,Sylvia Bokor,1
4702,_0093096,Jacqueline Bollen,1
1428,_0093398,Heather Bolton,1
143,_0093527,Mirko Boman,1
6128,_0093602,Betty Bomonde,1
6164,_0094170,De'aundre Bonds,1
5720,_0096613,Salvatore Borghese,1
737,_0096726,Gil Borgos,1
5929,_0097018,Bernard Born,1
33451,_0097837,Maria Bosco,1
5910,_0099371,Evelyne Bouix,1
5929,_0099770,Micheline Bourday,1
50354,_0099786,Thomy Bourdelle,1
33004,_0100183,Rayner Bourton,1
2511,_0100357,Jim Bouton,1
8777,_0101451,Shaun Bowring,1
33154,_0101526,Barbara Boxer,1
64959,_0104901,Dr. Karl Brandt,1
5835,_0104986,Percy Brandt,1
6514,_0105009,Tom Brandt,1
143,_0105121,Slavko Brankov,1
32853,_0105728,Charles Braun,1
2595,_0105899,Artur Brauner,1
6164,_0106182,Paulette Braxton,1
1555,_0106487,Karine Brebel,1
4380,_0106603,Susanne Bredeh锟芥t,1
4380,_0106981,Gottfried Breitfuss,1
651,_0107916,Marco Bretscher-Coschignano,1
4209,_0107935,Danielle Brett,1
1604,_0109028,Gary Briggs,1
5248,_0109218,Connie Brighton,1
1555,_0109409,Sophie Brimeux,1
2681,_0109441,Annika Brindley,1
985,_0109890,Tiffany Brissette,1
143,_0110313,Ivan Brkic,1
2511,_0111039,Jo Ann Brody,1
4698,_0111158,June Brogan,1
5889,_0111410,Borislav Brondukov,1
1428,_0111991,Geoff Brooks,1
5849,_0112431,Cloris Brosca,1
3153,_0112983,Alfred Brown,1
2091,_0113117,Billy Brown,1
5538,_0114265,Melleny Brown,1
4314,_0114846,Tyrone Brown,1
8964,_0115797,Achille Brugnini,1
4072,_0116337,Th锟津锟襟e Brunnander,1
5929,_0116549,Florence Brunold,1
7841,_0116803,Jonathan Bruun,1
2807,_0117151,Karis Paige Bryant,1
25945,_0117183,Marie Bryant,1
1146,_0117421,Bruno Bryniarski,1
8697,_0117580,Leticia Br锟戒ice,1
5922,_0117592,Georges Br锟借at,1
32853,_0118728,Maurice Buckmaster,1
8777,_0119538,Giovanna Buhagiar,1
8777,_0119539,Nazareno Buhagiar,1
643,_0119593,Traugott Buhre,1
32084,_0121267,Christian Burgess,1
7561,_0121628,Charlotte Burke,1
5889,_0122050,Georgi Burkov,1
8786,_0122277,Jenny Burnay,1
2718,_0124274,Brooke Elise Bushman,1
1555,_0124729,St锟金hanie Butel,1
5906,_0126724,Nathalie B锟姐ue,1
4209,_0127720,Eric Cabral,1
3376,_0127957,Roger Caccia,1
59,_0128212,Anne-Marie Cadieux,1
26649,_0128453,Jack Caffrey,1
7561,_0128693,Samantha Cahill,1
789,_0128771,Franklin Caicedo,1
2911,_0130703,Juan Calot,1
4515,_0135439,Al Capp,1
4672,_0135534,Joolia Cappleman,1
6731,_0136440,Lori Cardille,1
3945,_0136743,Anna Garduno,1
2123,_0136946,Earleen Carey,1
2911,_0137138,Jos锟 Caride,1
5849,_0137713,Ettore Carloni,1
5137,_0138261,John Carluccio,1
1146,_0139885,Trent Carr,1
5748,_0140443,Douglas Carrigan,1
4850,_0141348,Victor Carsrud,1
1709,_0141955,Taryn Carter,1
4275,_0142227,Todd Carty,1
6479,_0142805,Bob Casale,1
6479,_0142810,Gerald V. Casale,1
8697,_0142964,锟届ex Casanovas,1
2685,_0143774,Cyril Casm锟晋e,1
7403,_0143896,Deborah Cass,1
6479,_0144180,David Cassidy,1
2681,_0144227,Mickey Cassidy,1
789,_0145827,Lidia Catalano,1
4106,_0148869,Gary Carlos Cervantes,1
4364,_0149434,Husam Chadat,1
2869,_0149986,Claudine Challier,1
64903,_0150196,Neville Chamberlain,1
50354,_0152123,Claudy Chapeland,1
4850,_0153076,Kevin Charles,1
3945,_0153164,Tom Fahn,1
2685,_0153351,Karl Charnak,1
876,_0154235,Emil Chau,1
5751,_0156041,Paki Cherrington,1
2930,_0156076,Fred Cherry,1
876,_0156432,Tung Cho 'Joe' Cheung,1
6128,_0156700,C锟戒ric Chevalme,1
7882,_0157945,Dennis Chinnery,1
4026,_0158830,Ji-Woo Choi,1
3945,_0160676,Tifanie Christun,1
876,_0160803,Athena Chu,1
64903,_0161422,Clementine Churchill,1
64903,_0161476,Winston Churchill,1
64903,_0161869,Galeazzo Ciano,1
1146,_0163348,Brian Clancy,1
3776,_0163739,Buddy Clark,1
2251,_0165605,Jim Clayburgh,1
1720,_0167275,Randy Clower,1
59,_0167501,Suzanne Cl锟巾ent,1
4771,_0168864,Freeman Coffey,1
128,_0169012,Maggie Cogan,1
2911,_0169358,Emma Cohen,1
2511,_0170039,Stephen Coit,1
63187,_0170110,Husein Cokic,1
61560,_0170713,Nat 'King' Cole,1
4314,_0171206,Rosalyn Coleman,1
6500,_0171326,Michael Coles,1
2888,_0172222,Christina Collins,1
737,_0172869,Mark Collver,1
2685,_0172979,Carlo Colombaioni,1
789,_0173392,Alejandra Colunga,1
6250,_0175444,Paddy Connor,1
31689,_0175485,Carol Connors,1
6731,_0175826,Jarlath Conroy,1
6504,_0176327,Chiara Conti,1
6514,_0176714,Joseph Conway,1
627,_0178251,Matt Cooper,1
6246,_0179167,Jeff Corbett,1
9009,_0180943,Emily Corrie,1
8991,_0182528,Danny Costello,1
6214,_0182670,Jean-Louis Costes,1
32853,_0183387,Emile Coulaudon,1
3315,_0183639,Barbara Couper,1
8901,_0186117,Michael Cram,1
5475,_0186528,Cynthia Cranz,1
5906,_0187676,Christina Crevill锟筋,1
1169,_0187918,Thomas Cripps,1
143,_0188287,Zlatko Crnkovic,1
619,_0188799,Rachel Cronin,1
5435,_0188871,Mackenzie Crook,1
5849,_0189511,Luciano Crovato,1
2911,_0190285,Cristina Cruz,1
2681,_0190377,Tricia Cruz,1
1720,_0191751,Veronica Culver,1
62920,_0191979,Vicki Cummings,1
4897,_0192181,Michael Cunio,1
32082,_0192300,Edward Cunningham,1
6963,_0192991,Rowan Currie,1
737,_0193028,Vinnie Curto,1
3414,_0193591,Jorja Curtright,1
4698,_0193852,Linda Cuthbert,1
4167,_0193901,Bruce Cutler,1
42634,_0194317,Mariusz Czajka,1
6029,_0194597,Elsa C锟津denas,1
2511,_0194745,Pancho C锟津dova,1
4785,_0195258,Carlo D'Angelo,1
32853,_0195527,Emmanuel d'Astier de la Vigerie,1
33451,_0195762,Alfredo D'Ippolito,1
1740,_0195851,Nicole D'Or,1
4463,_0196326,Frank da Vinci,1
64903,_0197566,锟戒ouard Daladier,1
8964,_0198195,Jean Dalric,1
62671,_0198349,Sarah Dalton,1
4515,_0198557,Salvador Dal锟,1
5652,_0198702,Craig Damen,1
6804,_0199062,Hamid Dana,1
31900,_0199282,Tsewang Dandup,1
59,_0199355,Normand Daneau,1
6602,_0201530,Vicki Darnell,1
64959,_0201703,Walter Darr锟,1
32587,_0202002,Jeffrey J. Dashnaw,1
815,_0202184,Kristin Dattilo,1
769,_0206081,Buck Dawson,1
3776,_0206376,Dennis Day,1
2930,_0206407,George Day,1
8964,_0207458,Manuel de Blas,1
60237,_0207732,Grace De Capitani,1
32853,_0207984,Ren锟 de Chambrun,1
64959,_0208540,Charles de Gaulle,1
32853,_0209312,Christian de la Mazi锟津e,1
4986,_0210982,Jay De Plano,1
27573,_0211511,Peggy Jane de Schepper,1
2653,_0212339,Adeline De Walt Reynolds,1
1692,_0212480,Bernie Van De Yacht,1
8777,_0212765,Ellen Dean,1
31930,_0213502,Michel Debord,1
624,_0214663,Andre Degas,1
64903,_0214837,L锟斤n Degrelle,1
3153,_0214948,Nana DeHerrera,1
5906,_0216061,Daniel Delabesse,1
42634,_0216117,Pawel Delag,1
27833,_0216845,Alma Delfina,1
30996,_0217306,Dorothy Dell,1
8786,_0217612,锟戒ouard Delmont,1
1555,_0219136,Claire Denis,1
4364,_0219334,Rolf Dennemann,1
2930,_0219839,Jeremiah Denton,1
5538,_0220438,Bob Dermer,1
2869,_0221022,J锟津锟巾e Deschamps,1
2123,_0222604,Candy Devine,1
5654,_0223732,Alessandro Di Chio,1
591,_0224172,Frank Di Paolo,1
46803,_0225330,Judith Dickens,1
5652,_0225360,Sheila Dickenson,1
6963,_0225889,John Diedrich,1
6128,_0225899,Fr锟戒锟津ic Diefenthal,1
64959,_0226270,Otto Dietrich,1
6731,_0226743,Anthony Dileo Jr.,1
64959,_0226926,John Dillinger,1
1740,_0229695,Kaela Dobkin,1
6105,_0230655,Jason Dohring,1
4590,_0231170,L.J. Dollinger,1
1740,_0231423,Tie Domi,1
1146,_0232364,John Dondertman,1
5910,_0232611,Jorge Donn,1
4698,_0233248,Paul Doonan,1
3047,_0233394,Peter Doran,1
3315,_0233893,Sandra Dorne,1
7282,_0234087,Amy Dorris,1
5428,_0234539,Kay Dotrice,1
63187,_0236736,Dragomir Felba,1
32853,_0238887,R. Du Jonchay,1
2251,_0239100,Herbert Duarte,1
2685,_0239737,Maria Ducceschi,1
32853,_0239941,Jacques Duclos,1
3376,_0239972,Marguerite Ducouret,1
4702,_0241697,V锟津onique Dumont,1
4986,_0242294,Stephanie Dunnam,1
5751,_0242767,Shirley Dunn,1
4892,_0242793,Wally Dunn,1
3434,_0243070,Michael Dunston,1
3915,_0243227,Daphne Duplaix,1
31930,_0243357,Catherine-Isabelle Duport,1
5929,_0243505,Jean-Michel Dupuis,1
3192,_0243656,Anna Durai,1
4172,_0244444,Ken Dury,1
5252,_0246150,Armen Dzhigarkhanyan,1
8964,_0246642,Justino D锟结z,1
7940,_0246920,Axel D锟解erg,1
5605,_0247035,William Eadie,1
2744,_0247347,Roderick Earle,1
7942,_0247954,Dagmar Ebbesen,1
2251,_0248746,Paul Eckstein,1
32853,_0249075,Anthony Eden,1
5751,_0249459,Frances Edmond,1
3047,_0249489,Elizabeth Edmonds,1
62254,_0249644,Nekohachi Edoya,1
7882,_0250653,Bernard Egan,1
1149,_0252065,Bernard Eisenschitz,1
1692,_0252186,Jeffrey Eith,1
7940,_0252299,Lars Ekborg,1
6128,_0252973,Stefan Elbaum,1
6003,_0253833,Ilona Elkin,1
26404,_0253884,Mignon Elkins,1
4771,_0254678,A. Delon Ellis Jr.,1
815,_0255233,Tara Ellison,1
4380,_0256797,Peter Ender,1
5835,_0258272,K锟津oly Eperjes,1
6514,_0259995,Ed Erwin,1
48899,_0261375,Paul Esser,1
8697,_0261477,M锟筋ica Estarreado,1
4209,_0261731,Taylor Estevez,1
1039,_0262203,Robert Ettinger,1
8964,_0262316,Eugene Kohn,1
5538,_0262541,Eve Evans,1
3047,_0263087,Mostyn Evans,1
32853,_0263211,Sgt. Evans,1
61560,_0263515,Francine Everett,1
1428,_0264231,Marcus Eyre,1
3153,_0265839,Nino Falanga,1
876,_0266658,Siu-Wong Fan,1
33451,_0266728,Giancarlo Fanelli,1
7759,_0267295,Jillian Fargey,1
6804,_0267681,Sean Farley,1
2489,_0267814,Sally Farmiloe,1
33451,_0268708,Marina Fasoli,1
4380,_0268774,Christa Fast,1
8892,_0269475,Jackson Faw,1
5428,_0270195,Serge Fedoroff,1
60341,_0270732,Joshua Feinman,1
6479,_0272560,Nancye Ferguson,1
2911,_0273178,Fernando Fern锟筋 G锟巾ez,1
8697,_0273383,Ana Fern锟筋dez,1
1604,_0274664,Victor Ferrerira,1
4698,_0274887,Hugh Ferris,1
6167,_0276169,Tom Holland,1
6602,_0276676,Angel Figueroa,1
5538,_0276757,Gloria Figura,1
5252,_0277298,Albert Filozov,1
32294,_0277516,Dudley Findlay Jr.,1
6164,_0277727,Sticky Fingaz,1
3376,_0278490,Zita Fiore,1
4364,_0278932,Hans Fischer,1
48899,_0279097,Renate Fischer,1
6500,_0280319,Maggie Fitzgerald,1
3885,_0280330,Melissa Fitzgerald,1
27735,_0281418,David Fleeshman,1
2685,_0282262,Alain Flick,1
64959,_0283728,Ferdinand Foch,1
5242,_0284572,Jon Fong,1
2542,_0285305,Charles Forbes,1
1692,_0285675,Heather Ford,1
3772,_0287074,Stephen Forsyth,1
4314,_0287168,Marlene Forte,1
624,_0287674,Amanda Foster,1
32853,_0288239,Marcel Fouche-Degliame,1
1720,_0289017,Gordon Fox,1
6164,_0289716,David 'Shark' Fralick,1
2489,_0290270,Nina Francis,1
2288,_0290581,Larry J. Franco,1
64959,_0290950,Hans Frank,1
7110,_0291309,Little Frankie,1
2681,_0291522,Phyllis Franklin,1
7809,_0291918,Peter Franz锟筋,1
3945,_0293196,Joshua Seth,1
769,_0293596,Stan Freeman,1
4380,_0294321,Friederike Frerichs,1
7940,_0294882,锟诫e Fridell,1
4314,_0295957,Natasha Frith,1
59,_0296982,Richard Fr锟姐hette,1
2010,_0297054,Gustav Fr锟借lich,1
5700,_0297450,Miguel 锟筋gel Fuentes,1
26269,_0297852,Yoshiko Fujita,1
62254,_0297996,Hideo Fukuhara,1
2123,_0298332,Rob Fuller,1
6329,_0298340,Roxie Fuller,1
6514,_0299109,Esther Furst,1
5475,_0299192,Toshio Furukawa,1
5475,_0299228,T锟津u Furuya,1
7942,_0299496,Gert Fylking,1
1555,_0299695,Jean-Michel F锟紧e,1
4380,_0299811,Benno F锟津mann,1
7942,_0299827,Sigge F锟津st,1
1169,_0300121,Neal Gabler,1
2930,_0301644,Paul Galanti,1
8964,_0302029,Olivier Galfione,1
62970,_0303442,Anna Galvin,1
7265,_0308039,Louis Garrel,1
