301,kayo-hatta,Kayo Hatta
302,patrice_chereau,Patrice Ch轵eau
303,sam_raimi,Sam Raimi
304,peter_yates,Peter Yates
305,robert_altman,Robert Altman
306,krzysztof_kieslowski,Krzysztof Kieslowski
309,ping_he,Ping He
310,fred_gerber,Fred Gerber
312,harold_ramis,Harold Ramis
313,richard_rich,Richard Rich
314,john_sayles,John Sayles
315,luis_llosa,Luis Llosa
316,roland_emmerich,Roland Emmerich
317,jeannot_szwarc,Jeannot Szwarc
318,frank_darabont,Frank Darabont
319,danny_boyle,Danny Boyle
320,scott_mcgehee,Scott McGehee
321,tomas_gutierrez_alea,Tom狍 Guti轵rez Alea
322,george_huang,George Huang
324,geoff_burton,Geoff Burton
325,kelly_makin,Kelly Makin
327,rachel_talalay,Rachel Talalay
328,ernest_r_dickerson,Ernest R. Dickerson
329,david_carson,David Carson
330,rusty_cundieff,Rusty Cundieff
331,brian_gilbert,Brian Gilbert
332,1040928-john_carpenter,John Carpenter
333,peter_segal,Peter Segal
334,louis_malle,Louis Malle
335,steven_soderbergh,Steven Soderbergh
336,hank_milestone,Umberto Lenzi
339,jon_turteltaub,Jon Turteltaub
340,david_kim,David Kim
341,mina_shum,Mina Shum
342,pj_hogan,P.J. Hogan
343,melanie_mayron,Melanie Mayron
344,tom_shadyac,Tom Shadyac
345,stephan_elliott,Stephan Elliott
349,phillip_noyce,Phillip Noyce
351,jessie_nelson,Jessie Nelson
353,alex_proyas,Alex Proyas
354,ron_shelton,Ron Shelton
355,brian_levant,Brian Levant
356,robert_zemeckis,Robert Zemeckis
358,john_singleton,John Singleton
359,darnell_martin,Darnell Martin
361,andrew_bergman,Andrew Bergman
362,wolfgang_reitherman,Wolfgang Reitherman
363,ray-muller,Ray Muller
364,rob_minkoff,Rob Minkoff
365,bernardo_bertolucci,Bernardo Bertolucci
367,chuck_russell,Chuck Russell
368,richard_donner,Richard Donner
369,alan_rudolph,Alan Rudolph
371,aaron_matthews,Aaron Matthews
372,ben_stiller,Ben Stiller
375,robert_allan_ackerman,Robert Allan Ackerman
376,curtis_hanson,Curtis Hanson
377,jan_de_bont,Jan de Bont
378,ron_underwood,Ron Underwood
380,james_cameron,James Cameron
381,luis_mandoki,Luis Mandoki
385,suri_krishnamma,Suri Krishnamma
386,jefery_levy,Jefery Levy
387,keenen_ivory_wayans,Keenen Ivory Wayans
389,yves-angelo,Yves Angelo
390,russ_meyer,Russ Meyer
391,doug_mchenry,Doug McHenry
392,dave_borthwick,Dave Borthwick
393,steven_e_de_souza,Steven E. de Souza
394,richard_brooks_i,Richard Brooks I
395,francoise_kohler,Francoise Kohler
396,paul_warner,Paul Warner
398,theodore_thomas,Theodore Thomas
401,edward_dmytryk,Edward Dmytryk
402,roger_allers,Roger Allers
404,jack-baxter,Jack Baxter
405,_0602452,Andrew Morahan
406,michael_corrente,Michael Corrente
408,john_g_avildsen,John G. Avildsen
409,jeff_pollack,Jeff Pollack
413,michael_lehmann,Michael Lehmann
414,paul_michael_glaser,Paul Michael Glaser
416,jonathan_kaplan,Jonathan Kaplan
419,penelope_spheeris,Penelope Spheeris
420,john_landis,John Landis
421,darren_doane,Darren Doane
423,stephen_hopkins,Stephen Hopkins
425,tony_richardson,Tony Richardson
426,don_siegel,Don Siegel
427,jennifer-lynch,Jennifer Chambers Lynch
428,robert_de_niro,Robert De Niro
429,adam_resnick,Adam Resnick
430,nigel-cole,Nigel Cole
431,brian_de_palma,Brian DePalma
432,paul_weiland,Paul Weiland
433,mick_jackson,Mick Jackson
435,steve_barron,Steve Barron
436,richard_rush,Richard Rush
437,michael_ritchie,Michael Ritchie
438,gregg_champion,Gregg Champion
442,marco_brambilla,Marco Brambilla
443,bruce_brown,Bruce Brown
444,gus_van_sant,Gus Van Sant
445,carl_reiner,Carl Reiner
446,kaige_chen,Kaige Chen
448,kuk_kwok_leung,Kuk Kwok Leung
450,alek-keshishian,Alek Keshishian
451,steve_kloves,Steve Kloves
452,john_irvin,John Irvin
454,sydney_pollack,Sydney Pollack
455,simon_wincer,Simon Wincer
456,boaz_yakin,Boaz Yakin
459,david_twohy,David Twohy
460,howard_deutch,Howard Deutch
461,lawrence_l_simeone,Lawrence L. Simeone
462,bruce_beresford,Bruce Beresford
466,jim_abrahams,Jim Abrahams
467,julianna_lavin,Julianna Lavin
468,christopher_monger,Christopher Monger
470,eric-meza,Eric Meza
471,joel_coen,Joel Coen
472,james_l_brooks,James L. Brooks
473,daniel-petrie-jr,Daniel Petrie Jr
475,jim_sheridan,Jim Sheridan
476,matty-rich,Matty Rich
480,steven_spielberg,Steven Spielberg
481,dominic_sena,Dominic Sena
482,roger_avary,Roger Avary
484,daniel_petrie,Daniel Petrie
486,james_lapine,James Lapine
488,graham_kitchener,Graham Kitchener
489,jrichard_benjamin,JRichard Benjamin
494,stuart_baird,Stuart Baird
495,nagisa_oshima,Nagisa Oshima
496,tom_noonan,Tom Noonan
499,anthony_minghella,Anthony Minghella
501,mike_leigh,Mike Leigh
503,michael_tolkin,Michael Tolkin
506,sally_potter,Sally Potter
508,jonathan_demme,Jonathan Demme
509,jane_campion,Jane Campion
512,stuart_orme,Stuart Orme
513,mel_smith,Mel Smith
516,penny_marshall,Penny Marshall
517,philip_kaufman,Philip Kaufman
519,fred_dekker,Fred Dekker
521,peter_medak,Peter Medak
522,geoffrey_wright,Geoffrey Wright
523,victor_nunez,Victor Nunez
525,tim_hunter,Tim Hunter
526,cyril_collard,Cyril Collard
529,steven_zaillian,Steven Zaillian
530,eric_weber,Eric Weber
532,1059231-john_waters,John Waters
534,richard_attenborough,Richard Attenborough
536,gillies-mackinnon,Gillies MacKinnon
537,yukihiko_tsutsumi,Yukihiko Tsutsumi
541,philip_jackson,Philip Jackson
542,steve_rash,Steve Rash
543,thomas_schlamme,Thomas Schlamme
544,rowdy_herrington,Rowdy Herrington
545,ferzan_ozpetek,Ferzan Ozpetek
548,deran_sarafian,Deran Sarafian
549,francois_girard,Fran顼is Girard
550,andrew_fleming,Andrew Fleming
551,henry_selick,Henry Selick
553,george_p_cosmatos,George P. Cosmatos
556,stanley_kubrick,Stanley Kubrick
558,pixote-hunt,Pixote Hunt
559,julie_delpy,Julie Delpy
560,jennifer_warren,Jennifer Warren
561,jeff_fisher,Jeff Fisher
562,todd_solondz,Todd Solondz
563,claude_berri,Claude Berri
564,hongjin_na,Hong-jin Na
565,guillermo_del_toro,Guillermo del Toro
566,daniel_algrant,Daniel Algrant
567,pedro_almodovar,Pedro Almod篥ar
568,gurinder_chadha,Gurinder Chadha
569,andrew_scheinman,Andrew Scheinman
570,ake-sandgren,烹e Sandgren
572,eva_sereny,Eva Sereny
573,lina-wertmuller,Lina Wertmller
577,1042523-george_miller,George Miller
579,ricky_tognazzi,Ricky Tognazzi
580,michael_austin,Michael Austin
581,jeffrey_friedman,Jeffrey Friedman
583,nanni_moretti,Nanni Moretti
585,betty_thomas,Betty Thomas
588,ron_clements,Ron Clements
590,kevin_costner,Kevin Costner
591,_0000712,Steve Cohen
592,leslie_h_martinson,Leslie H. Martinson
594,david_hand,David Hand
595,gary_trousdale,Gary Trousdale
596,ben_sharpsteen,Ben Sharpsteen
598,yuri_mamin,Yuri Mamin
599,sam_peckinpah,Sam Peckinpah
600,cm-talkington,C.M. Talkington
602,jean-bach,Jean Bach
603,sam_weisman,Sam Weisman
606,bill_condon,Bill Condon
609,david_r_ellis,David R. Ellis
610,gerald_potterton,Gerald Potterton
611,alan_smithee,Alan Smithee
612,matt_reeves,Matt Reeves
613,_1264352,Susanna White
614,ryan_parrott,Ryan Parrott
615,franco_brusati,Franco Brusati
618,fernando_trueba,Fernando Trueba
620,werner_herzog,Werner Herzog
621,andre_techine,Andre Techine
623,vern-oakley,Vern Oakley
624,_0442455,Mika Kaurism潆i
625,mustafa_adouani,Mustafa Adouani
626,martin_lawrence,Martin Lawrence
627,mats_bigert,Mats Bigert
628,gregory_hoblit,Gregory Hoblit
629,desmond_gumbs,Desmond Gumbs
630,bruno_barreto,Bruno Barreto
631,larry_leker,Larry Leker
633,hal_salwen,Hal Salwen
634,jonathan_r_betuel,Jonathan R. Betuel
635,richard_pearce,Richard Pearce
636,maria_blom,Maria Blom
637,jonathan_lynn,Jonathan Lynn
638,tim_sullivan_iii,Tim Sullivan (III)
640,jeremiah_s_chechik,Jeremiah S. Chechik
641,herve_palud,Herv Palud
643,_0738001,Carlo Rola
645,claude_sautet,Claude Sautet
648,jj_abrams,J.J. Abrams
649,fridrik_thor_fridriksson,Fridrik Thor Fridriksson
650,pen_densham,Pen Densham
651,_0941811,S鲱ke Wortmann
652,cheolsu-park,Cheol-su Park
653,rob_cohen,Rob Cohen
655,michael_verhoeven,Michael Verhoeven
658,richard_wherrett,Richard Wherrett
659,rene_clement,Ren Cl轫ent
660,kirsten_sheridan,Kirsten Sheridan
664,paul_mazursky,Paul Mazursky
665,emir_kusturica,Emir Kusturica
666,bo_widerberg,Bo Widerberg
667,alan_mehrez,Alan Mehrez
668,satyajit_ray,Satyajit Ray
671,jim_mallon,Jim Mallon
673,joe_pytka,Joe Pytka
674,roger_vadim,Roger Vadim
678,george_hickenlooper,George Hickenlooper
680,jeanluc_godard,Jean-Luc Godard
681,bertrand_tavernier,Bertrand Tavernier
682,jim_jarmusch,Jim Jarmusch
685,randal_kleiser,Randal Kleiser
687,michael_blakemore,Michael Blakemore
690,margarethe_von_trotta,Margarethe von Trotta
692,norberto_barba,Norberto Barba
693,eli_cohen,Eli Cohen
694,robert_mandel,Robert Mandel
696,michael_winterbottom,Michael Winterbottom
697,steven-baigelman,Steven Baigelman
698,zalman_king,Zalman King
701,stijn-coninx,Stijn Coninx
703,john_crowley,John Crowley
704,dean_parisot,Dean Parisot
705,tinto_brass,Tinto Brass
706,steve_gomer,Steve Gomer
709,george_scribner,George Scribner
710,tom_decerchio,Tom DeCerchio
711,alan_shapiro,Alan Shapiro
712,chantal_akerman,Chantal Akerman
713,betty_kaplan,Betty Kaplan
715,jeanpaul_rappeneau,Jean-Paul Rappeneau
716,jack_hill,Jack Hill
717,manuel_gomez_pereira,Manuel Gomez Pereira
718,jean_marie_poire,Jean-Marie Poir
720,nick_park,Nick Park
722,brett_thompson,Brett Thompson
726,lee_seungryeol,Lee Seung-ryeol
727,robert_singer,Robert Singer
728,john_schlesinger,John Schlesinger
729,brothers_quay,Brothers Quay
730,peter_ofallon,Peter O'Fallon
731,phil_joanou,Phil Joanou
734,harvey_miller,Harvey Miller
735,michele_soavi,Michele Soavi
737,_0389514,David Hogan
738,maurice_pialat,Maurice Pialat
741,mamoru_oshii,Mamoru Oshii
742,1041838-tom_holland,Tom Holland
743,rick_friedberg,Rick Friedberg
744,udayan_prasad,Udayan Prasad
746,abraham_polonsky,Abraham Polonsky
751,guy_maddin,Guy Maddin
754,kevin_james_dobson,Kevin James Dobson
755,victor_saville,Victor Saville
756,helena_solberg,Helena Solberg
759,freida_lee_mock,Freida Lee Mock
760,joseph_vilsmaier,Joseph Vilsmaier
761,pete_schuermann,Pete Schuermann
763,david_keating,David Keating
766,mary_harron,Mary Harron
767,charles_matthau,Charles Matthau
769,_0402383,Chris Hunt
771,ari_libsker,Ari Libsker
774,gaston_kabore,Gaston Kabor
775,federico_fellini,Federico Fellini
779,scott_winant,Scott Winant
783,william_dieterle,William Dieterle
785,bobby_farrelly,Bobby Farrelly
786,charles_russell,Charles Russell
789,_0069833,Mar磲 Luisa Bemberg
791,yale_strom,Yale Strom
792,gyula_gazdag,Gyula Gazdag
793,gerard_mordillat,Gerard Mordillat
796,christopher-larkin,Christopher Larkin
800,david_semel,David Semel
801,bronwen_hughes,Bronwen Hughes
803,nicole_holofcener,Nicole Holofcener
807,eric_rohmer,Eric Rohmer
808,jay-roach,Jay Roach
809,kevin_hooks,Kevin Hooks
813,howard_franklin,Howard Franklin
814,mitch_marcus,Mitch Marcus
815,_0375476,Jaime Hellman
818,arlene_sanford,Arlene Sanford
821,alex_graves,Alex Graves
827,manoel_deoliveira,Manoel de Oliveira
829,john_payson,John Payson
830,hugh_wilson,Hugh Wilson
831,nigel_finch,Nigel Finch
833,kenny_ortega,Kenny Ortega
834,doug_ellin,Doug Ellin
835,annette-haywoodcarter,Annette Haywood-Carter
837,danny_devito,Danny DeVito
838,diarmuid_lawrence,Diarmuid Lawrence
839,1047199-tim_pope,Tim Pope
840,harry_winer,Harry Winer
841,george_franju,Georges Franju
842,gilbert_adler,Gilbert Adler
844,yin_li,Yin Li
845,yim_ho,Ho Yim
846,hal_hartley,Hal Hartley
847,marcus_de_leon,Marcus De Leon
848,lee_david_zlotoff,Lee David Zlotoff
850,tran_anh_hung,Tran Anh Hung
851,maciej-dutkiewicz,Maciej Dutkiewicz
860,377794703,S鲱ke Wortmann
862,lisa_krueger,Lisa Krueger
864,robert_schwentke,Robert Schwentke
866,larry_and_andy_wachowski,Larry and Andy Wachowski
867,arthur_hiller,Arthur Hiller
868,john-ruane,John Ruane
872,tsai_mingliang,Tsai Ming-Liang
877,1045216-jim_mckay,Jim McKay
880,john_frankenheimer,John Frankenheimer
881,david_m_evans,David M. Evans
882,david_koepp,David Koepp
884,joseph_sargent,Joseph Sargent
886,1147718-paul_hunter,Paul Hunter
887,nick_hamm,Nick Hamm
888,roy_allen_smith,Roy Allen Smith
891,joe_chappelle,Joe Chappelle
892,trevor_nunn,Trevor Nunn
893,1006013-keith_gordon,Keith Gordon
897,sam_wood,Sam Wood
898,george_cukor,George Cukor
899,stanley_donen,Stanley Donen
900,vincente_minnelli,Vincente Minnelli
902,blake_edwards,Blake Edwards
903,alfred_hitchcock,Alfred Hitchcock
905,frank_capra,Frank Capra
906,thorold_dickinson,Thorold Dickinson
907,mark_sandrich,Mark Sandrich
912,michael_curtiz,Michael Curtiz
913,john_huston,John Huston
916,william_wyler,William Wyler
919,richard_thorpe,Richard Thorpe
923,orson_welles,Orson Welles
925,mitchell_leisen,Mitchell Leisen
926,joseph_l_mankiewicz,Joseph L. Mankiewicz
927,diane_english,Diane English
930,george-tillman-jr,George Tillman Jr.
932,leo_mccarey,Leo McCarey
936,ernst_lubitsch,Ernst Lubitsch
942,otto_preminger,Otto Preminger
947,gregory_la_cava,Gregory La Cava
948,george_stevens,George Stevens
949,elia_kazan,Elia Kazan
950,ws_van_dyke,W.S. Van Dyke
951,howard_hawks,Howard Hawks
952,frank_coraci,Frank Coraci
954,frank_popper,Frank Popper
958,william_wellman,William A. Wellman
959,john_cromwell,John Cromwell
960,archie_mayo,Archie Mayo
963,henry_koster,Henry Koster
964,james_edward_grant,James Edward Grant
966,abbasmustan,Abbas-Mustan
967,michael_k_harris,Michael K. Harris
968,george_a_romero,George A. Romero
972,1094889-richard_brooks,Richard Brooks (VI)
974,gillo_pontecorvo,Gillo Pontecorvo
976,frank_borzage,Frank Borzage
980,corey_yuen,Corey Yuen
981,nicholas_ray,Nicholas Ray
982,joshua_logan,Joshua Logan
983,chris-newby,Chris Newby
984,richard_schenkman,Richard Schenkman
986,carroll_ballard,Carroll Ballard
987,lance_young,Lance Young
990,ringo_lam,Ringo Lam
992,amy_holden_jones,Amy Holden Jones
993,matthew_broderick,Matthew Broderick
994,stanley_tucci,Stanley Tucci
997,robert_m_young,Robert M. Young
998,f_gary_gray,F. Gary Gray
999,john_herzfeld,John Herzfeld
1000,reb_braddock,Reb Braddock
1002,1047424-john_walsh,John Walsh
1004,1041635-john_gray,John Gray
1005,robert_lieberman,Robert Lieberman
1007,norman_tokar,Norman Tokar
1008,norman_foster,Norman Foster
1009,john_hough,John Hough
1010,robert_stevenson,Robert Stevenson
1013,nancy_meyers,Nancy Meyers
1014,david_swift_ii,David Swift (II)
1015,duwayne_dunham,Duwayne Dunham
1016,brian_robbins,Brian Robbins
1017,ken_annakin,Ken Annakin
1018,bob_spiers,Bob Spiers
1019,richard_fleischer,Richard Fleischer
1021,clarence_brown,Clarence Brown
1022,hamilton_luske,Hamilton Luske
1024,norman_ferguson,Norman Ferguson
1026,harold_d_schuster,Harold D. Schuster
1030,don_chaffey,Don Chaffey
1032,wilfred_jackson,Wilfred Jackson
1033,ted-berman,Ted Berman
1034,matthew_bright,Matthew Bright
1035,robert_wise,Robert Wise
1038,nick_cassavetes,Nick Cassavetes
1039,iara_lee,Iara Lee
1042,tom_hanks,Tom Hanks
1043,michael_pressman,Michael Pressman
1045,1056180-george_pappas,George Pappas
1046,hettie_macdonald,Hettie MacDonald
1050,al_pacino,Al Pacino
1051,steve_buscemi,Steve Buscemi
1053,john_mcnaughton,John McNaughton
1055,vic_armstrong_ii,Vic Armstrong (II)
1058,leon_ichaso,Leon Ichaso
1059,alexandre_tarta,Alexandre Tarta
1060,doug_liman,Doug Liman
1062,michael_cimino,Michael Cimino
1064,tad_stones,Tad Stones
1066,peter_chelsom,Peter Chelsom
1070,josef_von_sternberg,Josef von Sternberg
1071,aaron_kim_johnston,Aaron Kim Johnston
1073,mel_stuart,Mel Stuart
1076,jack_clayton,Jack Clayton
1079,john_cleese,John Cleese
1080,terry_jones,Terry Jones
1084,arthur_penn,Arthur Penn
1085,john_sturges,John Sturges
1088,emile_ardolino,Emile Ardolino
1091,ted_kotcheff,Ted Kotcheff
1096,alan_j_pakula,Alan J. Pakula
1098,sam_henry_kass,Sam Henry Kass
1099,pierre_boutron,Pierre Boutron
1101,geoffrey-g-bowers,Geoffrey G. Bowers
1102,michael_covert,Michael Covert
1105,greg_spence,Greg Spence
1107,amy_heckerling,Amy Heckerling
1111,claude_nuridsany,Claude Nuridsany
1112,alan_taylor,Alan Taylor
1114,abel_ferrara,Abel Ferrara
1115,joe_nussbaum,Joe Nussbaum
1116,benoit_jacquot,Beno铘 Jacquot
1117,jaco_van_dormael,Jaco Van Dormael
1119,paul_thomas_anderson,Paul Thomas Anderson
1120,milos_forman,Milos Forman
1121,rich_wilkes,Rich Wilkes
1123,1061981-bill_clinton,Bill Clinton
1124,mark_rydell,Mark Rydell
1126,ate_de_jong,Ate de Jong
